model,task,story_id,repetition,step_from,step_to,distance
deepseek14b,false_belief,fb024,2,3,4,0.110335
deepseek14b,false_belief,fb024,3,1,2,0.188541
deepseek14b,false_belief,fb024,3,2,3,0.178272
deepseek14b,false_belief,fb024,3,3,4,0.185854
deepseek14b,false_belief,fb025,1,1,2,0.200655
deepseek14b,false_belief,fb025,1,2,3,0.095982
deepseek14b,false_belief,fb025,1,3,4,0.11122
deepseek14b,false_belief,fb025,1,4,5,0.078854
deepseek14b,false_belief,fb025,2,1,2,0.021219
deepseek14b,false_belief,fb025,2,2,3,0.173043
deepseek14b,false_belief,fb025,2,3,4,0.045781
deepseek14b,false_belief,fb025,2,4,5,0.05368
deepseek14b,false_belief,fb025,3,1,2,0.161049
deepseek14b,false_belief,fb025,3,2,3,0.151955
deepseek14b,false_belief,fb025,3,3,4,0.097493
deepseek14b,false_belief,fb025,3,4,5,0.164816
deepseek14b,false_belief,fb026,1,1,2,0.377213
deepseek14b,false_belief,fb026,1,2,3,0.359157
deepseek14b,false_belief,fb026,1,3,4,0.084774
deepseek14b,false_belief,fb026,2,1,2,0.214201
deepseek14b,false_belief,fb026,2,2,3,0.184256
deepseek14b,false_belief,fb026,2,3,4,0.072563
deepseek14b,false_belief,fb026,3,1,2,0.25768
deepseek14b,false_belief,fb026,3,2,3,0.205789
deepseek14b,false_belief,fb026,3,3,4,0.058919
deepseek14b,false_belief,fb027,1,1,2,0.111693
deepseek14b,false_belief,fb027,1,2,3,0.076093
deepseek14b,false_belief,fb027,1,3,4,0.147724
deepseek14b,false_belief,fb027,2,1,2,0.179297
deepseek14b,false_belief,fb027,2,2,3,0.136781
deepseek14b,false_belief,fb027,2,3,4,0.152524
deepseek14b,false_belief,fb027,3,1,2,0.084292
deepseek14b,false_belief,fb027,3,2,3,0.092361
deepseek14b,false_belief,fb027,3,3,4,0.120594
deepseek14b,false_belief,fb028,1,1,2,0.334899
deepseek14b,false_belief,fb028,1,2,3,0.101718
deepseek14b,false_belief,fb028,1,3,4,0.054701
deepseek14b,false_belief,fb028,1,4,5,0.167349
deepseek14b,false_belief,fb028,2,1,2,0.382353
deepseek14b,false_belief,fb028,2,2,3,0.166134
deepseek14b,false_belief,fb028,2,3,4,0.084582
deepseek14b,false_belief,fb028,2,4,5,0.059814
deepseek14b,false_belief,fb028,3,1,2,0.165939
deepseek14b,false_belief,fb028,3,2,3,0.109182
deepseek14b,false_belief,fb028,3,3,4,0.120595
deepseek14b,false_belief,fb028,3,4,5,0.137677
deepseek14b,false_belief,fb029,1,1,2,0.139373
deepseek14b,false_belief,fb029,1,2,3,0.140931
deepseek14b,false_belief,fb029,1,3,4,0.087739
deepseek14b,false_belief,fb029,1,4,5,0.115872
deepseek14b,false_belief,fb029,2,1,2,0.045483
deepseek14b,false_belief,fb029,2,2,3,0.053433
deepseek14b,false_belief,fb029,2,3,4,0.072438
deepseek14b,false_belief,fb029,2,4,5,0.15379
deepseek14b,false_belief,fb029,3,1,2,0.075865
deepseek14b,false_belief,fb029,3,2,3,0.135114
deepseek14b,false_belief,fb029,3,3,4,0.109611
deepseek14b,false_belief,fb029,3,4,5,0.073208
deepseek14b,false_belief,fb030,1,1,2,0.136632
deepseek14b,false_belief,fb030,1,2,3,0.174011
deepseek14b,false_belief,fb030,1,3,4,0.127564
deepseek14b,false_belief,fb030,1,4,5,0.111348
deepseek14b,false_belief,fb030,2,1,2,0.102338
deepseek14b,false_belief,fb030,2,2,3,0.10067
deepseek14b,false_belief,fb030,2,3,4,0.093818
deepseek14b,false_belief,fb030,2,4,5,0.084612
deepseek14b,false_belief,fb030,3,1,2,0.1229
deepseek14b,false_belief,fb030,3,2,3,0.087207
deepseek14b,false_belief,fb030,3,3,4,0.132506
deepseek14b,false_belief,fb030,3,4,5,0.12119
deepseek14b,false_belief,fb031,1,1,2,0.124406
deepseek14b,false_belief,fb031,1,2,3,0.169118
deepseek14b,false_belief,fb031,1,3,4,0.014287
deepseek14b,false_belief,fb031,1,4,5,0.064953
deepseek14b,false_belief,fb031,2,1,2,0.195631
deepseek14b,false_belief,fb031,2,2,3,0.143797
deepseek14b,false_belief,fb031,2,3,4,0.115065
deepseek14b,false_belief,fb031,2,4,5,0.048451
deepseek14b,false_belief,fb031,3,1,2,0.167924
deepseek14b,false_belief,fb031,3,2,3,0.090027
deepseek14b,false_belief,fb031,3,3,4,0.056915
deepseek14b,false_belief,fb031,3,4,5,0.082446
deepseek14b,false_belief,fb032,1,1,2,0.583547
deepseek14b,false_belief,fb032,1,2,3,0.094895
deepseek14b,false_belief,fb032,1,3,4,0.113443
deepseek14b,false_belief,fb032,1,4,5,0.090857
deepseek14b,false_belief,fb032,2,1,2,0.193885
deepseek14b,false_belief,fb032,2,2,3,0.192865
deepseek14b,false_belief,fb032,2,3,4,0.094825
deepseek14b,false_belief,fb032,2,4,5,0.085762
deepseek14b,false_belief,fb032,3,1,2,0.062887
deepseek14b,false_belief,fb032,3,2,3,0.076804
deepseek14b,false_belief,fb032,3,3,4,0.140644
deepseek14b,false_belief,fb032,3,4,5,0.122059
deepseek14b,false_belief,fb033,1,1,2,0.23484
deepseek14b,false_belief,fb033,1,2,3,0.080851
deepseek14b,false_belief,fb033,1,3,4,0.126334
deepseek14b,false_belief,fb033,1,4,5,0.105664
deepseek14b,false_belief,fb033,2,1,2,0.11504
deepseek14b,false_belief,fb033,2,2,3,0.050267
deepseek14b,false_belief,fb033,2,3,4,0.085701
deepseek14b,false_belief,fb033,2,4,5,0.105107
deepseek14b,false_belief,fb033,3,1,2,0.112647
deepseek14b,false_belief,fb033,3,2,3,0.084366
deepseek14b,false_belief,fb033,3,3,4,0.138027
deepseek14b,false_belief,fb033,3,4,5,0.185254
deepseek14b,false_belief,fb034,1,1,2,0.183219
deepseek14b,false_belief,fb034,1,2,3,0.158511
deepseek14b,false_belief,fb034,1,3,4,0.039605
deepseek14b,false_belief,fb034,1,4,5,0.086859
deepseek14b,false_belief,fb034,2,1,2,0.104339
deepseek14b,false_belief,fb034,2,2,3,0.066452
deepseek14b,false_belief,fb034,2,3,4,0.222751
deepseek14b,false_belief,fb034,2,4,5,0.220858
deepseek14b,false_belief,fb034,3,1,2,0.103203
deepseek14b,false_belief,fb034,3,2,3,0.089986
deepseek14b,false_belief,fb034,3,3,4,0.017393
deepseek14b,false_belief,fb034,3,4,5,0.105933
deepseek14b,false_belief,fb035,1,1,2,0.137335
deepseek14b,false_belief,fb035,1,2,3,0.101537
deepseek14b,false_belief,fb035,1,3,4,0.02283
deepseek14b,false_belief,fb035,1,4,5,0.044152
deepseek14b,false_belief,fb035,2,1,2,0.161139
deepseek14b,false_belief,fb035,2,2,3,0.151403
deepseek14b,false_belief,fb035,2,3,4,0.09625
deepseek14b,false_belief,fb035,2,4,5,0.08664
deepseek14b,false_belief,fb035,3,1,2,0.148721
deepseek14b,false_belief,fb035,3,2,3,0.204399
deepseek14b,false_belief,fb035,3,3,4,0.029435
deepseek14b,false_belief,fb035,3,4,5,0.102225
deepseek14b,false_belief,fb036,1,1,2,0.045892
deepseek14b,false_belief,fb036,1,2,3,0.124214
deepseek14b,false_belief,fb036,1,3,4,0.130415
deepseek14b,false_belief,fb036,1,4,5,0.12085
deepseek14b,false_belief,fb036,1,5,6,0.060718
deepseek14b,false_belief,fb036,2,1,2,0.25606
deepseek14b,false_belief,fb036,2,2,3,0.263095
deepseek14b,false_belief,fb036,2,3,4,0.083565
deepseek14b,false_belief,fb036,2,4,5,0.058667
deepseek14b,false_belief,fb036,2,5,6,0.033719
deepseek14b,false_belief,fb036,3,1,2,0.540625
deepseek14b,false_belief,fb036,3,2,3,0.19665
deepseek14b,false_belief,fb036,3,3,4,0.046097
deepseek14b,false_belief,fb036,3,4,5,0.075774
deepseek14b,false_belief,fb036,3,5,6,0.11987
deepseek14b,false_belief,fb037,1,1,2,0.040428
deepseek14b,false_belief,fb037,1,2,3,0.122009
deepseek14b,false_belief,fb037,1,3,4,0.035876
deepseek14b,false_belief,fb037,1,4,5,0.055102
deepseek14b,false_belief,fb037,2,1,2,0.240709
deepseek14b,false_belief,fb037,2,2,3,0.148338
deepseek14b,false_belief,fb037,2,3,4,0.018366
deepseek14b,false_belief,fb037,2,4,5,0.160914
deepseek14b,false_belief,fb037,3,1,2,0.031878
deepseek14b,false_belief,fb037,3,2,3,0.101832
deepseek14b,false_belief,fb037,3,3,4,0.044761
deepseek14b,false_belief,fb037,3,4,5,0.162685
deepseek14b,false_belief,fb038,1,1,2,0.343007
deepseek14b,false_belief,fb038,1,2,3,0.163276
deepseek14b,false_belief,fb038,1,3,4,0.037751
deepseek14b,false_belief,fb038,1,4,5,0.085429
deepseek14b,false_belief,fb038,2,1,2,0.246708
deepseek14b,false_belief,fb038,2,2,3,0.100666
deepseek14b,false_belief,fb038,2,3,4,0.012828
deepseek14b,false_belief,fb038,2,4,5,0.227
deepseek14b,false_belief,fb038,3,1,2,0.06005
deepseek14b,false_belief,fb038,3,2,3,0.106201
deepseek14b,false_belief,fb038,3,3,4,0.108863
deepseek14b,false_belief,fb038,3,4,5,0.163581
deepseek14b,false_belief,fb039,1,1,2,0.098937
deepseek14b,false_belief,fb039,1,2,3,0.080117
deepseek14b,false_belief,fb039,1,3,4,0.141276
deepseek14b,false_belief,fb039,1,4,5,0.109676
deepseek14b,false_belief,fb039,2,1,2,0.168997
deepseek14b,false_belief,fb039,2,2,3,0.131325
deepseek14b,false_belief,fb039,2,3,4,0.145993
deepseek14b,false_belief,fb039,2,4,5,0.154575
deepseek14b,false_belief,fb039,3,1,2,0.249813
deepseek14b,false_belief,fb039,3,2,3,0.137415
deepseek14b,false_belief,fb039,3,3,4,0.049371
deepseek14b,false_belief,fb039,3,4,5,0.023053
deepseek14b,false_belief,fb040,1,1,2,0.072504
deepseek14b,false_belief,fb040,1,2,3,0.117745
deepseek14b,false_belief,fb040,1,3,4,0.160482
deepseek14b,false_belief,fb040,1,4,5,0.12697
deepseek14b,false_belief,fb040,2,1,2,0.221989
deepseek14b,false_belief,fb040,2,2,3,0.108225
deepseek14b,false_belief,fb040,2,3,4,0.03806
deepseek14b,false_belief,fb040,2,4,5,0.151467
deepseek14b,false_belief,fb040,3,1,2,0.111527
deepseek14b,false_belief,fb040,3,2,3,0.099852
deepseek14b,false_belief,fb040,3,3,4,0.041833
deepseek14b,false_belief,fb040,3,4,5,0.12434
deepseek14b,false_belief,fb041,1,1,2,0.208319
deepseek14b,false_belief,fb041,1,2,3,0.230094
deepseek14b,false_belief,fb041,1,3,4,0.095112
deepseek14b,false_belief,fb041,1,4,5,0.040843
deepseek14b,false_belief,fb041,2,1,2,0.262711
deepseek14b,false_belief,fb041,2,2,3,0.202911
deepseek14b,false_belief,fb041,2,3,4,0.047101
deepseek14b,false_belief,fb041,2,4,5,0.059075
deepseek14b,false_belief,fb041,3,1,2,0.162334
deepseek14b,false_belief,fb041,3,2,3,0.260774
deepseek14b,false_belief,fb041,3,3,4,0.108079
deepseek14b,false_belief,fb041,3,4,5,0.165004
deepseek14b,false_belief,fb042,1,1,2,0.124574
deepseek14b,false_belief,fb042,1,2,3,0.100134
deepseek14b,false_belief,fb042,1,3,4,0.078119
deepseek14b,false_belief,fb042,1,4,5,0.056483
deepseek14b,false_belief,fb042,2,1,2,0.375267
deepseek14b,false_belief,fb042,2,2,3,0.096717
deepseek14b,false_belief,fb042,2,3,4,0.037164
deepseek14b,false_belief,fb042,2,4,5,0.144733
deepseek14b,false_belief,fb042,3,1,2,0.082628
deepseek14b,false_belief,fb042,3,2,3,0.128667
deepseek14b,false_belief,fb042,3,3,4,0.130104
deepseek14b,false_belief,fb042,3,4,5,0.032914
deepseek14b,false_belief,fb043,1,1,2,0.281724
deepseek14b,false_belief,fb043,1,2,3,0.315106
deepseek14b,false_belief,fb043,1,3,4,0.176738
deepseek14b,false_belief,fb043,1,4,5,0.036585
deepseek14b,false_belief,fb043,2,1,2,0.280163
deepseek14b,false_belief,fb043,2,2,3,0.163831
deepseek14b,false_belief,fb043,2,3,4,0.142027
deepseek14b,false_belief,fb043,2,4,5,0.102288
deepseek14b,false_belief,fb043,3,1,2,0.247866
deepseek14b,false_belief,fb043,3,2,3,0.163604
deepseek14b,false_belief,fb043,3,3,4,0.20655
deepseek14b,false_belief,fb043,3,4,5,0.261249
deepseek14b,false_belief,fb044,1,1,2,0.048615
deepseek14b,false_belief,fb044,1,2,3,0.113177
deepseek14b,false_belief,fb044,1,3,4,0.034388
deepseek14b,false_belief,fb044,1,4,5,0.244963
deepseek14b,false_belief,fb044,2,1,2,0.500837
deepseek14b,false_belief,fb044,2,2,3,0.188886
deepseek14b,false_belief,fb044,2,3,4,0.054061
deepseek14b,false_belief,fb044,2,4,5,0.100504
deepseek14b,false_belief,fb044,3,1,2,0.166465
