model,task,story_id,repetition,emergence_point
deepseek14b,false_belief,sfp015,2,1.0
deepseek14b,false_belief,sfp015,3,1.0
deepseek14b,false_belief,sfp016,1,1.0
deepseek14b,false_belief,sfp016,2,1.0
deepseek14b,false_belief,sfp016,3,1.0
deepseek14b,false_belief,sfp017,1,1.0
deepseek14b,false_belief,sfp017,2,1.0
deepseek14b,false_belief,sfp017,3,3.0
deepseek14b,false_belief,sfp018,1,5.0
deepseek14b,false_belief,sfp018,2,2.0
deepseek14b,false_belief,sfp018,3,3.0
deepseek14b,false_belief,sfp019,1,
deepseek14b,false_belief,sfp019,2,4.0
deepseek14b,false_belief,sfp019,3,4.0
deepseek14b,false_belief,sfp020,1,1.0
deepseek14b,false_belief,sfp020,2,1.0
deepseek14b,false_belief,sfp020,3,1.0
deepseek14b,faux_pas,sfp001,1,1.0
deepseek14b,faux_pas,sfp001,2,1.0
deepseek14b,faux_pas,sfp001,3,2.0
deepseek14b,faux_pas,sfp002,1,5.0
deepseek14b,faux_pas,sfp002,2,5.0
deepseek14b,faux_pas,sfp002,3,5.0
deepseek14b,faux_pas,sfp003,1,5.0
deepseek14b,faux_pas,sfp003,2,5.0
deepseek14b,faux_pas,sfp003,3,5.0
deepseek14b,faux_pas,sfp004,1,4.0
deepseek14b,faux_pas,sfp004,2,4.0
deepseek14b,faux_pas,sfp004,3,4.0
deepseek14b,faux_pas,sfp005,1,5.0
deepseek14b,faux_pas,sfp005,2,3.0
deepseek14b,faux_pas,sfp005,3,2.0
deepseek14b,faux_pas,sfp006,1,3.0
deepseek14b,faux_pas,sfp006,2,1.0
deepseek14b,faux_pas,sfp006,3,2.0
deepseek14b,faux_pas,sfp007,1,1.0
deepseek14b,faux_pas,sfp007,2,1.0
deepseek14b,faux_pas,sfp007,3,1.0
deepseek14b,faux_pas,sfp008,1,3.0
deepseek14b,faux_pas,sfp008,2,3.0
deepseek14b,faux_pas,sfp008,3,3.0
deepseek14b,faux_pas,sfp009,1,
deepseek14b,faux_pas,sfp009,2,
deepseek14b,faux_pas,sfp009,3,4.0
deepseek14b,faux_pas,sfp010,1,3.0
deepseek14b,faux_pas,sfp010,2,3.0
deepseek14b,faux_pas,sfp010,3,2.0
deepseek14b,implicature,swmimp001,1,1.0
deepseek14b,implicature,swmimp001,2,1.0
deepseek14b,implicature,swmimp001,3,3.0
deepseek14b,implicature,swmimp002,1,1.0
deepseek14b,implicature,swmimp002,2,3.0
deepseek14b,implicature,swmimp002,3,6.0
deepseek14b,implicature,swmimp003,1,4.0
deepseek14b,implicature,swmimp003,2,1.0
deepseek14b,implicature,swmimp003,3,3.0
deepseek14b,implicature,swmimp004,1,
deepseek14b,implicature,swmimp004,2,
deepseek14b,implicature,swmimp004,3,
deepseek14b,implicature,swmimp005,1,1.0
deepseek14b,implicature,swmimp005,2,1.0
deepseek14b,implicature,swmimp005,3,1.0
deepseek14b,implicature,swmimp006,1,2.0
deepseek14b,implicature,swmimp006,2,2.0
deepseek14b,implicature,swmimp006,3,2.0
deepseek14b,implicature,swmimp007,1,8.0
deepseek14b,implicature,swmimp007,2,
deepseek14b,implicature,swmimp007,3,
deepseek14b,implicature,swmimp008,1,2.0
deepseek14b,implicature,swmimp008,2,3.0
deepseek14b,implicature,swmimp008,3,1.0
deepseek14b,implicature,swmimp009,1,2.0
deepseek14b,implicature,swmimp009,2,5.0
deepseek14b,implicature,swmimp009,3,6.0
deepseek14b,implicature,swmimp010,1,4.0
deepseek14b,implicature,swmimp010,2,
deepseek14b,implicature,swmimp010,3,
deepseek14b,implicature,swmimp011,1,
deepseek14b,implicature,swmimp011,2,1.0
deepseek14b,implicature,swmimp011,3,
deepseek14b,implicature,swmimp012,1,1.0
deepseek14b,implicature,swmimp012,2,1.0
deepseek14b,implicature,swmimp012,3,2.0
deepseek14b,implicature,swmimp013,1,
deepseek14b,implicature,swmimp013,2,2.0
deepseek14b,implicature,swmimp013,3,2.0
deepseek14b,implicature,swmimp014,1,2.0
deepseek14b,implicature,swmimp014,2,
deepseek14b,implicature,swmimp014,3,
deepseek14b,implicature,swmimp015,1,
deepseek14b,implicature,swmimp015,2,
deepseek14b,implicature,swmimp015,3,1.0
deepseek14b,implicature,swmimp016,1,1.0
deepseek14b,implicature,swmimp016,2,2.0
deepseek14b,implicature,swmimp016,3,3.0
deepseek14b,implicature,swmimp017,1,
deepseek14b,implicature,swmimp017,2,1.0
deepseek14b,implicature,swmimp017,3,
deepseek14b,implicature,swmimp018,1,1.0
deepseek14b,implicature,swmimp018,2,1.0
deepseek14b,implicature,swmimp018,3,1.0
deepseek14b,implicature,swmimp019,1,2.0
deepseek14b,implicature,swmimp019,2,1.0
deepseek14b,implicature,swmimp019,3,
deepseek14b,implicature,swmimp020,1,
deepseek14b,implicature,swmimp020,2,4.0
deepseek14b,implicature,swmimp020,3,4.0
deepseek14b,implicature,swmimp021,1,2.0
deepseek14b,implicature,swmimp021,2,2.0
deepseek14b,implicature,swmimp021,3,
deepseek14b,implicature,swmimp022,1,
deepseek14b,implicature,swmimp022,2,4.0
deepseek14b,implicature,swmimp022,3,4.0
deepseek14b,implicature,swmimp023,1,
deepseek14b,implicature,swmimp023,2,
deepseek14b,implicature,swmimp023,3,
deepseek14b,implicature,swmimp024,1,3.0
deepseek14b,implicature,swmimp024,2,
deepseek14b,implicature,swmimp024,3,
deepseek14b,implicature,swmimp025,1,1.0
deepseek14b,implicature,swmimp025,2,
deepseek14b,implicature,swmimp025,3,6.0
deepseek14b,implicature,swmimp026,1,
deepseek14b,implicature,swmimp026,2,
deepseek14b,implicature,swmimp026,3,
deepseek14b,implicature,swmimp027,1,
deepseek14b,implicature,swmimp027,2,
deepseek14b,implicature,swmimp027,3,
deepseek14b,implicature,swmimp028,1,1.0
deepseek14b,implicature,swmimp028,2,2.0
deepseek14b,implicature,swmimp028,3,1.0
deepseek14b,implicature,swmimp029,1,1.0
deepseek14b,implicature,swmimp029,2,1.0
deepseek14b,implicature,swmimp029,3,1.0
deepseek14b,implicature,swmimp030,1,3.0
deepseek14b,implicature,swmimp030,2,3.0
deepseek14b,implicature,swmimp030,3,1.0
deepseek14b,implicature,swmimp031,1,7.0
deepseek14b,implicature,swmimp031,2,
deepseek14b,implicature,swmimp031,3,
deepseek14b,implicature,swmimp032,1,
deepseek14b,implicature,swmimp032,2,1.0
deepseek14b,implicature,swmimp032,3,5.0
deepseek14b,implicature,swmimp033,1,
deepseek14b,implicature,swmimp033,2,
deepseek14b,implicature,swmimp033,3,
deepseek14b,implicature,swmimp034,1,1.0
deepseek14b,implicature,swmimp034,2,1.0
deepseek14b,implicature,swmimp034,3,1.0
deepseek14b,implicature,swmimp035,1,
deepseek14b,implicature,swmimp035,2,2.0
deepseek14b,implicature,swmimp035,3,
deepseek14b,implicature,swmimp036,1,
deepseek14b,implicature,swmimp036,2,
deepseek14b,implicature,swmimp036,3,2.0
deepseek14b,implicature,swmimp037,1,4.0
deepseek14b,implicature,swmimp037,2,
deepseek14b,implicature,swmimp037,3,3.0
deepseek14b,implicature,swmimp038,1,3.0
deepseek14b,implicature,swmimp038,2,
deepseek14b,implicature,swmimp038,3,4.0
deepseek14b,implicature,swmimp039,1,
deepseek14b,implicature,swmimp039,2,
deepseek14b,implicature,swmimp039,3,
deepseek14b,implicature,swmimp040,1,3.0
deepseek14b,implicature,swmimp040,2,1.0
deepseek14b,implicature,swmimp040,3,4.0
deepseek14b,implicature,swmimp041,1,2.0
deepseek14b,implicature,swmimp041,2,2.0
deepseek14b,implicature,swmimp041,3,1.0
deepseek14b,implicature,swmimp042,1,4.0
deepseek14b,implicature,swmimp042,2,
deepseek14b,implicature,swmimp042,3,3.0
deepseek14b,implicature,swmimp043,1,2.0
deepseek14b,implicature,swmimp043,2,2.0
deepseek14b,implicature,swmimp043,3,1.0
deepseek14b,implicature,swmimp044,1,4.0
deepseek14b,implicature,swmimp044,2,5.0
deepseek14b,implicature,swmimp044,3,2.0
deepseek14b,implicature,swmimp045,1,
deepseek14b,implicature,swmimp045,2,
deepseek14b,implicature,swmimp045,3,5.0
deepseek14b,implicature,swmimp046,1,2.0
deepseek14b,implicature,swmimp046,2,1.0
deepseek14b,implicature,swmimp046,3,2.0
deepseek14b,implicature,swmimp047,1,2.0
deepseek14b,implicature,swmimp047,2,1.0
deepseek14b,implicature,swmimp047,3,2.0
deepseek14b,implicature,swmimp048,1,2.0
deepseek14b,implicature,swmimp048,2,1.0
deepseek14b,implicature,swmimp048,3,2.0
deepseek14b,implicature,swmimp049,1,2.0
deepseek14b,implicature,swmimp049,2,3.0
deepseek14b,implicature,swmimp049,3,2.0
deepseek14b,implicature,swmimp050,1,2.0
deepseek14b,implicature,swmimp050,2,
deepseek14b,implicature,swmimp050,3,6.0
deepseek14b,implicature,swmimp051,1,2.0
deepseek14b,implicature,swmimp051,2,3.0
deepseek14b,implicature,swmimp051,3,4.0
deepseek14b,implicature,swmimp052,1,
deepseek14b,implicature,swmimp052,2,2.0
deepseek14b,implicature,swmimp052,3,1.0
deepseek14b,implicature,swmimp053,1,6.0
deepseek14b,implicature,swmimp053,2,7.0
deepseek14b,implicature,swmimp053,3,2.0
deepseek14b,implicature,swmimp054,1,
deepseek14b,implicature,swmimp054,2,2.0
deepseek14b,implicature,swmimp054,3,1.0
deepseek14b,implicature,swmimp055,1,4.0
deepseek14b,implicature,swmimp055,2,
deepseek14b,implicature,swmimp055,3,
deepseek14b,implicature,swmimp056,1,
deepseek14b,implicature,swmimp056,2,6.0
deepseek14b,implicature,swmimp056,3,1.0
deepseek14b,implicature,swmimp057,1,
deepseek14b,implicature,swmimp057,2,1.0
deepseek14b,implicature,swmimp057,3,2.0
deepseek14b,implicature,swmimp058,1,2.0
deepseek14b,implicature,swmimp058,2,4.0
deepseek14b,implicature,swmimp058,3,1.0
deepseek14b,implicature,swmimp059,1,1.0
deepseek14b,implicature,swmimp059,2,1.0
deepseek14b,implicature,swmimp059,3,2.0
deepseek14b,implicature,swmimp060,1,
deepseek14b,implicature,swmimp060,2,2.0
deepseek14b,implicature,swmimp060,3,3.0
deepseek14b,implicature,swmimp061,1,2.0
deepseek14b,implicature,swmimp061,2,
deepseek14b,implicature,swmimp061,3,2.0
deepseek14b,implicature,swmimp062,1,2.0
deepseek14b,implicature,swmimp062,2,1.0
deepseek14b,implicature,swmimp062,3,1.0
deepseek14b,implicature,swmimp063,1,
deepseek14b,implicature,swmimp063,2,3.0
deepseek14b,implicature,swmimp063,3,4.0
deepseek14b,implicature,swmimp064,1,
deepseek14b,implicature,swmimp064,2,2.0
deepseek14b,implicature,swmimp064,3,
deepseek14b,implicature,swmimp065,1,2.0
deepseek14b,implicature,swmimp065,2,
deepseek14b,implicature,swmimp065,3,3.0
deepseek14b,implicature,swmimp066,1,2.0
deepseek14b,implicature,swmimp066,2,2.0
deepseek14b,implicature,swmimp066,3,
deepseek14b,implicature,swmimp067,1,3.0
deepseek14b,implicature,swmimp067,2,3.0
deepseek14b,implicature,swmimp067,3,4.0
deepseek14b,implicature,swmimp068,1,6.0
deepseek14b,implicature,swmimp068,2,1.0
deepseek14b,implicature,swmimp068,3,3.0
deepseek14b,implicature,swmimp069,1,1.0
deepseek14b,implicature,swmimp069,2,1.0
deepseek14b,implicature,swmimp069,3,6.0
deepseek14b,implicature,swmimp070,1,2.0
deepseek14b,implicature,swmimp070,2,4.0
deepseek14b,implicature,swmimp070,3,1.0
deepseek14b,implicature,swmimp071,1,1.0
deepseek14b,implicature,swmimp071,2,3.0
deepseek14b,implicature,swmimp071,3,1.0
deepseek14b,implicature,swmimp072,1,3.0
deepseek14b,implicature,swmimp072,2,1.0
deepseek14b,implicature,swmimp072,3,2.0
deepseek14b,implicature,swmimp073,1,1.0
deepseek14b,implicature,swmimp073,2,1.0
deepseek14b,implicature,swmimp073,3,
deepseek14b,implicature,swmimp074,1,1.0
deepseek14b,implicature,swmimp074,2,7.0
deepseek14b,implicature,swmimp074,3,7.0
deepseek14b,implicature,swmimp075,1,
deepseek14b,implicature,swmimp075,2,7.0
deepseek14b,implicature,swmimp075,3,4.0
deepseek14b,implicature,swmimp076,1,1.0
deepseek14b,implicature,swmimp076,2,1.0
deepseek14b,implicature,swmimp076,3,3.0
deepseek14b,implicature,swmimp077,1,2.0
deepseek14b,implicature,swmimp077,2,1.0
deepseek14b,implicature,swmimp077,3,1.0
deepseek14b,implicature,swmimp078,1,1.0
deepseek14b,implicature,swmimp078,2,
deepseek14b,implicature,swmimp078,3,
deepseek14b,implicature,swmimp079,1,7.0
deepseek14b,implicature,swmimp079,2,6.0
deepseek14b,implicature,swmimp079,3,
deepseek14b,implicature,swmimp080,1,2.0
deepseek14b,implicature,swmimp080,2,2.0
deepseek14b,implicature,swmimp080,3,3.0
deepseek14b,implicature,swmimp081,1,1.0
deepseek14b,implicature,swmimp081,2,4.0
deepseek14b,implicature,swmimp081,3,
deepseek14b,implicature,swmimp082,1,2.0
deepseek14b,implicature,swmimp082,2,4.0
deepseek14b,implicature,swmimp082,3,4.0
deepseek14b,implicature,swmimp083,1,2.0
deepseek14b,implicature,swmimp083,2,2.0
deepseek14b,implicature,swmimp083,3,2.0
deepseek14b,implicature,swmimp084,1,5.0
deepseek14b,implicature,swmimp084,2,5.0
deepseek14b,implicature,swmimp084,3,
deepseek14b,implicature,swmimp085,1,1.0
deepseek14b,implicature,swmimp085,2,3.0
deepseek14b,implicature,swmimp085,3,1.0
deepseek14b,implicature,swmimp086,1,3.0
deepseek14b,implicature,swmimp086,2,
deepseek14b,implicature,swmimp086,3,
deepseek14b,implicature,swmimp087,1,1.0
deepseek14b,implicature,swmimp087,2,
deepseek14b,implicature,swmimp087,3,2.0
deepseek14b,implicature,swmimp088,1,4.0
deepseek14b,implicature,swmimp088,2,
deepseek14b,implicature,swmimp088,3,3.0
deepseek14b,implicature,swmimp089,1,
deepseek14b,implicature,swmimp089,2,
deepseek14b,implicature,swmimp089,3,
deepseek14b,implicature,swmimp090,1,1.0
deepseek14b,implicature,swmimp090,2,2.0
deepseek14b,implicature,swmimp090,3,2.0
deepseek14b,implicature,swmimp091,1,1.0
deepseek14b,implicature,swmimp091,2,1.0
deepseek14b,implicature,swmimp091,3,1.0
deepseek14b,implicature,swmimp092,1,
deepseek14b,implicature,swmimp092,2,3.0
deepseek14b,implicature,swmimp092,3,7.0
deepseek14b,implicature,swmimp093,1,
deepseek14b,implicature,swmimp093,2,4.0
deepseek14b,implicature,swmimp093,3,
deepseek14b,implicature,swmimp094,1,6.0
deepseek14b,implicature,swmimp094,2,6.0
deepseek14b,implicature,swmimp094,3,7.0
deepseek14b,implicature,swmimp095,1,1.0
deepseek14b,implicature,swmimp095,2,2.0
deepseek14b,implicature,swmimp095,3,1.0
deepseek14b,implicature,swmimp096,1,
deepseek14b,implicature,swmimp096,2,
deepseek14b,implicature,swmimp096,3,
deepseek14b,implicature,swmimp097,1,1.0
deepseek14b,implicature,swmimp097,2,1.0
deepseek14b,implicature,swmimp097,3,3.0
deepseek14b,implicature,swmimp098,1,2.0
deepseek14b,implicature,swmimp098,2,1.0
deepseek14b,implicature,swmimp098,3,5.0
deepseek14b,implicature,swmimp099,1,
deepseek14b,implicature,swmimp099,2,3.0
deepseek14b,implicature,swmimp099,3,1.0
deepseek14b,implicature,swmimp100,1,6.0
deepseek14b,implicature,swmimp100,2,3.0
deepseek14b,implicature,swmimp100,3,3.0
deepseek14b,implicature,swmimp101,1,1.0
deepseek14b,implicature,swmimp101,2,1.0
deepseek14b,implicature,swmimp101,3,2.0
deepseek14b,implicature,swmimp102,1,12.0
deepseek14b,implicature,swmimp102,2,12.0
deepseek14b,implicature,swmimp102,3,
deepseek14b,implicature,swmimp103,1,
deepseek14b,implicature,swmimp103,2,1.0
deepseek14b,implicature,swmimp103,3,1.0
deepseek14b,implicature,swmimp104,1,4.0
deepseek14b,implicature,swmimp104,2,7.0
deepseek14b,implicature,swmimp104,3,3.0
deepseek14b,implicature,swmimp105,1,1.0
deepseek14b,implicature,swmimp105,2,1.0
deepseek14b,implicature,swmimp105,3,
deepseek14b,implicature,swmimp106,1,
deepseek14b,implicature,swmimp106,2,
deepseek14b,implicature,swmimp106,3,
deepseek14b,implicature,swmimp107,1,
deepseek14b,implicature,swmimp107,2,
deepseek14b,implicature,swmimp107,3,
deepseek14b,implicature,swmimp108,1,
deepseek14b,implicature,swmimp108,2,
deepseek14b,implicature,swmimp108,3,
deepseek14b,implicature,swmimp109,1,
deepseek14b,implicature,swmimp109,2,
deepseek14b,implicature,swmimp109,3,
deepseek14b,implicature,swmimp110,1,3.0
deepseek14b,implicature,swmimp110,2,1.0
deepseek14b,implicature,swmimp110,3,2.0
deepseek14b,implicature,swmimp111,1,2.0
deepseek14b,implicature,swmimp111,2,
deepseek14b,implicature,swmimp111,3,2.0
deepseek14b,implicature,swmimp112,1,4.0
deepseek14b,implicature,swmimp112,2,
deepseek14b,implicature,swmimp112,3,5.0
deepseek14b,implicature,swmimp113,1,4.0
deepseek14b,implicature,swmimp113,2,8.0
deepseek14b,implicature,swmimp113,3,8.0
deepseek14b,implicature,swmimp114,1,
deepseek14b,implicature,swmimp114,2,
deepseek14b,implicature,swmimp114,3,1.0
deepseek14b,implicature,swmimp115,1,
deepseek14b,implicature,swmimp115,2,1.0
deepseek14b,implicature,swmimp115,3,3.0
deepseek14b,implicature,swmimp116,1,6.0
deepseek14b,implicature,swmimp116,2,1.0
deepseek14b,implicature,swmimp116,3,6.0
deepseek14b,implicature,swmimp117,1,3.0
deepseek14b,implicature,swmimp117,2,1.0
deepseek14b,implicature,swmimp117,3,4.0
deepseek14b,implicature,swmimp118,1,4.0
deepseek14b,implicature,swmimp118,2,3.0
deepseek14b,implicature,swmimp118,3,
deepseek14b,implicature,swmimp119,1,1.0
deepseek14b,implicature,swmimp119,2,1.0
deepseek14b,implicature,swmimp119,3,2.0
deepseek14b,implicature,swmimp120,1,3.0
deepseek14b,implicature,swmimp120,2,2.0
deepseek14b,implicature,swmimp120,3,2.0
deepseek14b,implicature,swmimp121,1,2.0
deepseek14b,implicature,swmimp121,2,1.0
deepseek14b,implicature,swmimp121,3,1.0
deepseek14b,implicature,swmimp122,1,1.0
deepseek14b,implicature,swmimp122,2,3.0
deepseek14b,implicature,swmimp122,3,2.0
deepseek14b,implicature,swmimp123,1,4.0
deepseek14b,implicature,swmimp123,2,
deepseek14b,implicature,swmimp123,3,5.0
deepseek14b,implicature,swmimp124,1,1.0
deepseek14b,implicature,swmimp124,2,
deepseek14b,implicature,swmimp124,3,3.0
deepseek14b,implicature,swmimp125,1,4.0
deepseek14b,implicature,swmimp125,2,2.0
deepseek14b,implicature,swmimp125,3,4.0
deepseek14b,implicature,swmimp126,1,3.0
deepseek14b,implicature,swmimp126,2,1.0
deepseek14b,implicature,swmimp126,3,1.0
deepseek14b,implicature,swmimp127,1,
deepseek14b,implicature,swmimp127,2,1.0
deepseek14b,implicature,swmimp127,3,3.0
deepseek14b,implicature,swmimp128,1,
deepseek14b,implicature,swmimp128,2,4.0
deepseek14b,implicature,swmimp128,3,1.0
deepseek14b,implicature,swmimp129,1,2.0
deepseek14b,implicature,swmimp129,2,
deepseek14b,implicature,swmimp129,3,2.0
deepseek14b,implicature,swmimp130,1,4.0
