model,task,story_id,repetition,step_from,step_to,distance
deepseek14b,false_belief,fb013,1,2,3,0.115843
deepseek14b,false_belief,fb013,1,3,4,0.033212
deepseek14b,false_belief,fb013,1,4,5,0.129559
deepseek14b,false_belief,fb013,2,1,2,0.134006
deepseek14b,false_belief,fb013,2,2,3,0.078957
deepseek14b,false_belief,fb013,2,3,4,0.126338
deepseek14b,false_belief,fb013,2,4,5,0.092631
deepseek14b,false_belief,fb013,3,1,2,0.214129
deepseek14b,false_belief,fb013,3,2,3,0.116866
deepseek14b,false_belief,fb013,3,3,4,0.088452
deepseek14b,false_belief,fb013,3,4,5,0.085322
deepseek14b,false_belief,fb014,1,1,2,0.223054
deepseek14b,false_belief,fb014,2,1,2,0.082991
deepseek14b,false_belief,fb014,3,1,2,0.338829
deepseek14b,false_belief,fb015,1,1,2,0.054543
deepseek14b,false_belief,fb015,1,2,3,0.117465
deepseek14b,false_belief,fb015,1,3,4,0.068393
deepseek14b,false_belief,fb015,1,4,5,0.04248
deepseek14b,false_belief,fb015,2,1,2,0.083656
deepseek14b,false_belief,fb015,2,2,3,0.183054
deepseek14b,false_belief,fb015,2,3,4,0.103321
deepseek14b,false_belief,fb015,2,4,5,0.070486
deepseek14b,false_belief,fb015,3,1,2,0.397185
deepseek14b,false_belief,fb015,3,2,3,0.291489
deepseek14b,false_belief,fb015,3,3,4,0.142646
deepseek14b,false_belief,fb015,3,4,5,0.154419
deepseek14b,false_belief,fb016,1,1,2,0.106666
deepseek14b,false_belief,fb016,1,2,3,0.110395
deepseek14b,false_belief,fb016,1,3,4,0.046803
deepseek14b,false_belief,fb016,1,4,5,0.06194
deepseek14b,false_belief,fb016,2,1,2,0.190247
deepseek14b,false_belief,fb016,2,2,3,0.198497
deepseek14b,false_belief,fb016,2,3,4,0.027938
deepseek14b,false_belief,fb016,2,4,5,0.089201
deepseek14b,false_belief,fb016,3,1,2,0.139157
deepseek14b,false_belief,fb016,3,2,3,0.187343
deepseek14b,false_belief,fb016,3,3,4,0.038893
deepseek14b,false_belief,fb016,3,4,5,0.168848
deepseek14b,false_belief,fb017,1,1,2,0.03836
deepseek14b,false_belief,fb017,1,2,3,0.058436
deepseek14b,false_belief,fb017,1,3,4,0.082718
deepseek14b,false_belief,fb017,1,4,5,0.06215
deepseek14b,false_belief,fb017,2,1,2,0.056644
deepseek14b,false_belief,fb017,2,2,3,0.053786
deepseek14b,false_belief,fb017,2,3,4,0.123406
deepseek14b,false_belief,fb017,2,4,5,0.104004
deepseek14b,false_belief,fb017,3,1,2,0.195395
deepseek14b,false_belief,fb017,3,2,3,0.167668
deepseek14b,false_belief,fb017,3,3,4,0.108231
deepseek14b,false_belief,fb017,3,4,5,0.111266
deepseek14b,false_belief,fb018,1,1,2,0.154767
deepseek14b,false_belief,fb018,1,2,3,0.131425
deepseek14b,false_belief,fb018,1,3,4,0.099738
deepseek14b,false_belief,fb018,1,4,5,0.170462
deepseek14b,false_belief,fb018,2,1,2,0.077259
deepseek14b,false_belief,fb018,2,2,3,0.072152
deepseek14b,false_belief,fb018,2,3,4,0.051076
deepseek14b,false_belief,fb018,2,4,5,0.123859
deepseek14b,false_belief,fb018,3,1,2,0.245755
deepseek14b,false_belief,fb018,3,2,3,0.108216
deepseek14b,false_belief,fb018,3,3,4,0.057608
deepseek14b,false_belief,fb018,3,4,5,0.040139
deepseek14b,false_belief,fb019,1,1,2,0.113614
deepseek14b,false_belief,fb019,1,2,3,0.185833
deepseek14b,false_belief,fb019,1,3,4,0.068151
deepseek14b,false_belief,fb019,1,4,5,0.075605
deepseek14b,false_belief,fb019,2,1,2,0.092489
deepseek14b,false_belief,fb019,2,2,3,0.124492
deepseek14b,false_belief,fb019,2,3,4,0.027522
deepseek14b,false_belief,fb019,2,4,5,0.076604
deepseek14b,false_belief,fb019,3,1,2,0.751807
deepseek14b,false_belief,fb019,3,2,3,0.172132
deepseek14b,false_belief,fb019,3,3,4,0.039156
deepseek14b,false_belief,fb019,3,4,5,0.066635
deepseek14b,false_belief,fb020,1,1,2,0.205777
deepseek14b,false_belief,fb020,1,2,3,0.168237
deepseek14b,false_belief,fb020,1,3,4,0.071247
deepseek14b,false_belief,fb020,1,4,5,0.152809
deepseek14b,false_belief,fb020,2,1,2,0.29238
deepseek14b,false_belief,fb020,2,2,3,0.133474
deepseek14b,false_belief,fb020,2,3,4,0.238891
deepseek14b,false_belief,fb020,2,4,5,0.082089
deepseek14b,false_belief,fb020,3,1,2,0.173236
deepseek14b,false_belief,fb020,3,2,3,0.102538
deepseek14b,false_belief,fb020,3,3,4,0.080218
deepseek14b,false_belief,fb020,3,4,5,0.140385
deepseek14b,false_belief,fb021,1,1,2,0.045348
deepseek14b,false_belief,fb021,1,2,3,0.099397
deepseek14b,false_belief,fb021,1,3,4,0.109164
deepseek14b,false_belief,fb021,1,4,5,0.026686
deepseek14b,false_belief,fb021,1,5,6,0.03333
deepseek14b,false_belief,fb021,2,1,2,0.097328
deepseek14b,false_belief,fb021,2,2,3,0.090827
deepseek14b,false_belief,fb021,2,3,4,0.061262
deepseek14b,false_belief,fb021,2,4,5,0.05225
deepseek14b,false_belief,fb021,2,5,6,0.04951
deepseek14b,false_belief,fb021,3,1,2,0.118008
deepseek14b,false_belief,fb021,3,2,3,0.173559
deepseek14b,false_belief,fb021,3,3,4,0.027643
deepseek14b,false_belief,fb021,3,4,5,0.048594
deepseek14b,false_belief,fb021,3,5,6,0.056041
deepseek14b,false_belief,fb022,1,1,2,0.200657
deepseek14b,false_belief,fb022,1,2,3,0.131797
deepseek14b,false_belief,fb022,1,3,4,0.06375
deepseek14b,false_belief,fb022,1,4,5,0.066729
deepseek14b,false_belief,fb022,2,1,2,0.284622
deepseek14b,false_belief,fb022,2,2,3,0.160929
deepseek14b,false_belief,fb022,2,3,4,0.048825
deepseek14b,false_belief,fb022,2,4,5,0.05674
deepseek14b,false_belief,fb022,3,1,2,0.257013
deepseek14b,false_belief,fb022,3,2,3,0.307525
deepseek14b,false_belief,fb022,3,3,4,0.021392
deepseek14b,false_belief,fb022,3,4,5,0.097972
deepseek14b,false_belief,fb023,1,1,2,0.640002
deepseek14b,false_belief,fb023,1,2,3,0.793614
deepseek14b,false_belief,fb023,1,3,4,0.049794
deepseek14b,false_belief,fb023,1,4,5,0.083369
deepseek14b,false_belief,fb023,1,5,6,0.141468
deepseek14b,false_belief,fb023,2,1,2,0.571329
deepseek14b,false_belief,fb023,2,2,3,0.178365
deepseek14b,false_belief,fb023,2,3,4,0.064366
deepseek14b,false_belief,fb023,2,4,5,0.055932
deepseek14b,false_belief,fb023,2,5,6,0.095798
deepseek14b,false_belief,fb023,3,1,2,0.141715
deepseek14b,false_belief,fb023,3,2,3,0.14018
deepseek14b,false_belief,fb023,3,3,4,0.059382
deepseek14b,false_belief,fb023,3,4,5,0.087192
deepseek14b,false_belief,fb023,3,5,6,0.089661
deepseek14b,false_belief,fb024,1,1,2,0.08248
deepseek14b,false_belief,fb024,1,2,3,0.111871
deepseek14b,false_belief,fb024,1,3,4,0.180155
deepseek14b,false_belief,fb024,2,1,2,0.131604
deepseek14b,false_belief,fb024,2,2,3,0.162543
deepseek14b,false_belief,fb024,2,3,4,0.111325
deepseek14b,false_belief,fb024,3,1,2,0.080037
deepseek14b,false_belief,fb024,3,2,3,0.183826
deepseek14b,false_belief,fb024,3,3,4,0.132711
deepseek14b,false_belief,fb025,1,1,2,0.20195
deepseek14b,false_belief,fb025,1,2,3,0.182833
deepseek14b,false_belief,fb025,1,3,4,0.030794
deepseek14b,false_belief,fb025,1,4,5,0.034493
deepseek14b,false_belief,fb025,2,1,2,0.10847
deepseek14b,false_belief,fb025,2,2,3,0.196017
deepseek14b,false_belief,fb025,2,3,4,0.108439
deepseek14b,false_belief,fb025,2,4,5,0.202846
deepseek14b,false_belief,fb025,3,1,2,0.151836
deepseek14b,false_belief,fb025,3,2,3,0.196651
deepseek14b,false_belief,fb025,3,3,4,0.184397
deepseek14b,false_belief,fb025,3,4,5,0.237817
deepseek14b,false_belief,fb026,1,1,2,0.145502
deepseek14b,false_belief,fb026,1,2,3,0.167035
deepseek14b,false_belief,fb026,1,3,4,0.151552
deepseek14b,false_belief,fb026,2,1,2,0.183044
deepseek14b,false_belief,fb026,2,2,3,0.096701
deepseek14b,false_belief,fb026,2,3,4,0.073189
deepseek14b,false_belief,fb026,3,1,2,0.304952
deepseek14b,false_belief,fb026,3,2,3,0.233765
deepseek14b,false_belief,fb026,3,3,4,0.060286
deepseek14b,false_belief,fb027,1,1,2,0.033487
deepseek14b,false_belief,fb027,1,2,3,0.093401
deepseek14b,false_belief,fb027,1,3,4,0.146059
deepseek14b,false_belief,fb027,2,1,2,0.116609
deepseek14b,false_belief,fb027,2,2,3,0.115313
deepseek14b,false_belief,fb027,2,3,4,0.186902
deepseek14b,false_belief,fb027,3,1,2,0.08898
deepseek14b,false_belief,fb027,3,2,3,0.085021
deepseek14b,false_belief,fb027,3,3,4,0.118066
deepseek14b,false_belief,fb028,1,1,2,0.210004
deepseek14b,false_belief,fb028,1,2,3,0.095292
deepseek14b,false_belief,fb028,1,3,4,0.04705
deepseek14b,false_belief,fb028,1,4,5,0.12298
deepseek14b,false_belief,fb028,2,1,2,0.293117
deepseek14b,false_belief,fb028,2,2,3,0.141394
deepseek14b,false_belief,fb028,2,3,4,0.081188
deepseek14b,false_belief,fb028,2,4,5,0.066949
deepseek14b,false_belief,fb028,3,1,2,0.273482
deepseek14b,false_belief,fb028,3,2,3,0.281539
deepseek14b,false_belief,fb028,3,3,4,0.187385
deepseek14b,false_belief,fb028,3,4,5,0.113796
deepseek14b,false_belief,fb029,1,1,2,0.132007
deepseek14b,false_belief,fb029,1,2,3,0.116852
deepseek14b,false_belief,fb029,1,3,4,0.089799
deepseek14b,false_belief,fb029,1,4,5,0.175512
deepseek14b,false_belief,fb029,2,1,2,0.055118
deepseek14b,false_belief,fb029,2,2,3,0.076461
deepseek14b,false_belief,fb029,2,3,4,0.050142
deepseek14b,false_belief,fb029,2,4,5,0.113882
deepseek14b,false_belief,fb029,3,1,2,0.093368
deepseek14b,false_belief,fb029,3,2,3,0.141681
deepseek14b,false_belief,fb029,3,3,4,0.112809
deepseek14b,false_belief,fb029,3,4,5,0.112107
deepseek14b,false_belief,fb030,1,1,2,0.151676
deepseek14b,false_belief,fb030,1,2,3,0.148375
deepseek14b,false_belief,fb030,1,3,4,0.107349
deepseek14b,false_belief,fb030,1,4,5,0.098217
deepseek14b,false_belief,fb030,2,1,2,0.136116
deepseek14b,false_belief,fb030,2,2,3,0.129737
deepseek14b,false_belief,fb030,2,3,4,0.048849
deepseek14b,false_belief,fb030,2,4,5,0.045996
deepseek14b,false_belief,fb030,3,1,2,0.11481
deepseek14b,false_belief,fb030,3,2,3,0.108805
deepseek14b,false_belief,fb030,3,3,4,0.124722
deepseek14b,false_belief,fb030,3,4,5,0.098917
deepseek14b,false_belief,fb031,1,1,2,0.270733
deepseek14b,false_belief,fb031,1,2,3,0.251411
deepseek14b,false_belief,fb031,1,3,4,0.01879
deepseek14b,false_belief,fb031,1,4,5,0.039973
deepseek14b,false_belief,fb031,2,1,2,0.222991
deepseek14b,false_belief,fb031,2,2,3,0.203755
deepseek14b,false_belief,fb031,2,3,4,0.173142
deepseek14b,false_belief,fb031,2,4,5,0.049606
deepseek14b,false_belief,fb031,3,1,2,0.147644
deepseek14b,false_belief,fb031,3,2,3,0.158288
deepseek14b,false_belief,fb031,3,3,4,0.048209
deepseek14b,false_belief,fb031,3,4,5,0.086004
deepseek14b,false_belief,fb032,1,1,2,0.384448
deepseek14b,false_belief,fb032,1,2,3,0.080369
deepseek14b,false_belief,fb032,1,3,4,0.107613
deepseek14b,false_belief,fb032,1,4,5,0.096447
deepseek14b,false_belief,fb032,2,1,2,0.08602
deepseek14b,false_belief,fb032,2,2,3,0.11311
deepseek14b,false_belief,fb032,2,3,4,0.047526
deepseek14b,false_belief,fb032,2,4,5,0.104819
deepseek14b,false_belief,fb032,3,1,2,0.289487
deepseek14b,false_belief,fb032,3,2,3,0.068943
deepseek14b,false_belief,fb032,3,3,4,0.047753
deepseek14b,false_belief,fb032,3,4,5,0.052242
deepseek14b,false_belief,fb033,1,1,2,0.136524
deepseek14b,false_belief,fb033,1,2,3,0.106082
deepseek14b,false_belief,fb033,1,3,4,0.053243
deepseek14b,false_belief,fb033,1,4,5,0.111157
deepseek14b,false_belief,fb033,2,1,2,0.166887
deepseek14b,false_belief,fb033,2,2,3,0.163297
deepseek14b,false_belief,fb033,2,3,4,0.050814
deepseek14b,false_belief,fb033,2,4,5,0.104912
deepseek14b,false_belief,fb033,3,1,2,0.12168
deepseek14b,false_belief,fb033,3,2,3,0.087584
deepseek14b,false_belief,fb033,3,3,4,0.028954
deepseek14b,false_belief,fb033,3,4,5,0.050943
deepseek14b,false_belief,fb034,1,1,2,0.328923
deepseek14b,false_belief,fb034,1,2,3,0.120087
deepseek14b,false_belief,fb034,1,3,4,0.11047
deepseek14b,false_belief,fb034,1,4,5,0.081709
deepseek14b,false_belief,fb034,2,1,2,0.187441
deepseek14b,false_belief,fb034,2,2,3,0.154159
deepseek14b,false_belief,fb034,2,3,4,0.051842
deepseek14b,false_belief,fb034,2,4,5,0.071004
deepseek14b,false_belief,fb034,3,1,2,0.132887
deepseek14b,false_belief,fb034,3,2,3,0.123219
deepseek14b,false_belief,fb034,3,3,4,0.018522
deepseek14b,false_belief,fb034,3,4,5,0.085632
deepseek14b,false_belief,fb035,1,1,2,0.10728
deepseek14b,false_belief,fb035,1,2,3,0.124128
deepseek14b,false_belief,fb035,1,3,4,0.028682
deepseek14b,false_belief,fb035,1,4,5,0.053486
deepseek14b,false_belief,fb035,2,1,2,0.231541
deepseek14b,false_belief,fb035,2,2,3,0.082893
deepseek14b,false_belief,fb035,2,3,4,0.066104
deepseek14b,false_belief,fb035,2,4,5,0.075566
deepseek14b,false_belief,fb035,3,1,2,0.134566
deepseek14b,false_belief,fb035,3,2,3,0.09443
deepseek14b,false_belief,fb035,3,3,4,0.04832
deepseek14b,false_belief,fb035,3,4,5,0.102843
deepseek14b,false_belief,fb036,1,1,2,0.108707
deepseek14b,false_belief,fb036,1,2,3,0.10825
deepseek14b,false_belief,fb036,1,3,4,0.042328
deepseek14b,false_belief,fb036,1,4,5,0.098457
deepseek14b,false_belief,fb036,1,5,6,0.079321
deepseek14b,false_belief,fb036,2,1,2,0.166491
deepseek14b,false_belief,fb036,2,2,3,0.141292
deepseek14b,false_belief,fb036,2,3,4,0.057449
deepseek14b,false_belief,fb036,2,4,5,0.036379
deepseek14b,false_belief,fb036,2,5,6,0.026758
deepseek14b,false_belief,fb036,3,1,2,0.549295
deepseek14b,false_belief,fb036,3,2,3,0.137042
deepseek14b,false_belief,fb036,3,3,4,0.039639
deepseek14b,false_belief,fb036,3,4,5,0.069692
deepseek14b,false_belief,fb036,3,5,6,0.137195
deepseek14b,false_belief,fb037,1,1,2,0.086673
deepseek14b,false_belief,fb037,1,2,3,0.115816
deepseek14b,false_belief,fb037,1,3,4,0.039086
deepseek14b,false_belief,fb037,1,4,5,0.055102
deepseek14b,false_belief,fb037,2,1,2,0.148679
deepseek14b,false_belief,fb037,2,2,3,0.19987
deepseek14b,false_belief,fb037,2,3,4,0.034729
deepseek14b,false_belief,fb037,2,4,5,0.136878
deepseek14b,false_belief,fb037,3,1,2,0.095103
deepseek14b,false_belief,fb037,3,2,3,0.123796
deepseek14b,false_belief,fb037,3,3,4,0.074297
deepseek14b,false_belief,fb037,3,4,5,0.152322
deepseek14b,false_belief,fb038,1,1,2,0.096005
deepseek14b,false_belief,fb038,1,2,3,0.12418
deepseek14b,false_belief,fb038,1,3,4,0.016268
deepseek14b,false_belief,fb038,1,4,5,0.060684
deepseek14b,false_belief,fb038,2,1,2,0.292844
deepseek14b,false_belief,fb038,2,2,3,0.132301
deepseek14b,false_belief,fb038,2,3,4,0.027671
deepseek14b,false_belief,fb038,2,4,5,0.036168
deepseek14b,false_belief,fb038,3,1,2,0.252526
deepseek14b,false_belief,fb038,3,2,3,0.120446
deepseek14b,false_belief,fb038,3,3,4,0.161408
deepseek14b,false_belief,fb038,3,4,5,0.219336
deepseek14b,false_belief,fb039,1,1,2,0.089123
deepseek14b,false_belief,fb039,1,2,3,0.080569
deepseek14b,false_belief,fb039,1,3,4,0.045688
deepseek14b,false_belief,fb039,1,4,5,0.081844
deepseek14b,false_belief,fb039,2,1,2,0.103648
deepseek14b,false_belief,fb039,2,2,3,0.083984
deepseek14b,false_belief,fb039,2,3,4,0.157961
deepseek14b,false_belief,fb039,2,4,5,0.163942
deepseek14b,false_belief,fb039,3,1,2,0.309692
deepseek14b,false_belief,fb039,3,2,3,0.100591
deepseek14b,false_belief,fb039,3,3,4,0.07872
deepseek14b,false_belief,fb039,3,4,5,0.123138
deepseek14b,false_belief,fb040,1,1,2,0.101727
deepseek14b,false_belief,fb040,1,2,3,0.155204
deepseek14b,false_belief,fb040,1,3,4,0.154817
deepseek14b,false_belief,fb040,1,4,5,0.221098
deepseek14b,false_belief,fb040,2,1,2,0.129572
deepseek14b,false_belief,fb040,2,2,3,0.120387
deepseek14b,false_belief,fb040,2,3,4,0.052355
deepseek14b,false_belief,fb040,2,4,5,0.183855
deepseek14b,false_belief,fb040,3,1,2,0.126486
deepseek14b,false_belief,fb040,3,2,3,0.082854
deepseek14b,false_belief,fb040,3,3,4,0.069989
deepseek14b,false_belief,fb040,3,4,5,0.127072
deepseek14b,false_belief,fb041,1,1,2,0.26192
deepseek14b,false_belief,fb041,1,2,3,0.201424
deepseek14b,false_belief,fb041,1,3,4,0.13665
deepseek14b,false_belief,fb041,1,4,5,0.065771
deepseek14b,false_belief,fb041,2,1,2,0.346167
deepseek14b,false_belief,fb041,2,2,3,0.233382
deepseek14b,false_belief,fb041,2,3,4,0.091213
deepseek14b,false_belief,fb041,2,4,5,0.081547
deepseek14b,false_belief,fb041,3,1,2,0.132145
deepseek14b,false_belief,fb041,3,2,3,0.229843
deepseek14b,false_belief,fb041,3,3,4,0.108916
deepseek14b,false_belief,fb041,3,4,5,0.138658
deepseek14b,false_belief,fb042,1,1,2,0.162698
deepseek14b,false_belief,fb042,1,2,3,0.105274
deepseek14b,false_belief,fb042,1,3,4,0.036291
deepseek14b,false_belief,fb042,1,4,5,0.050792
deepseek14b,false_belief,fb042,2,1,2,0.423011
deepseek14b,false_belief,fb042,2,2,3,0.103028
deepseek14b,false_belief,fb042,2,3,4,0.053493
deepseek14b,false_belief,fb042,2,4,5,0.17144
deepseek14b,false_belief,fb042,3,1,2,0.091025
deepseek14b,false_belief,fb042,3,2,3,0.134643
deepseek14b,false_belief,fb042,3,3,4,0.166846
deepseek14b,false_belief,fb042,3,4,5,0.049996
deepseek14b,false_belief,fb043,1,1,2,0.302179
deepseek14b,false_belief,fb043,1,2,3,0.301709
deepseek14b,false_belief,fb043,1,3,4,0.201368
deepseek14b,false_belief,fb043,1,4,5,0.029735
deepseek14b,false_belief,fb043,2,1,2,0.234849
deepseek14b,false_belief,fb043,2,2,3,0.110225
deepseek14b,false_belief,fb043,2,3,4,0.046521
deepseek14b,false_belief,fb043,2,4,5,0.077386
deepseek14b,false_belief,fb043,3,1,2,0.277728
deepseek14b,false_belief,fb043,3,2,3,0.193248
deepseek14b,false_belief,fb043,3,3,4,0.054819
deepseek14b,false_belief,fb043,3,4,5,0.084087
deepseek14b,false_belief,fb044,1,1,2,0.147294
deepseek14b,false_belief,fb044,1,2,3,0.179451
deepseek14b,false_belief,fb044,1,3,4,0.0656
deepseek14b,false_belief,fb044,1,4,5,0.142252
deepseek14b,false_belief,fb044,2,1,2,0.065467
deepseek14b,false_belief,fb044,2,2,3,0.108274
deepseek14b,false_belief,fb044,2,3,4,0.04385
deepseek14b,false_belief,fb044,2,4,5,0.10057
deepseek14b,false_belief,fb044,3,1,2,0.159983
